trans_id,account_id,Date,Type,operation,amount,balance,Purpose,bank,account_partern_id
26359,86,2016-11-30,Withdrawal,Withdrawal in cash,15,19548.7,Payment on Statement,,
26360,86,2016-12-31,Withdrawal,Withdrawal in cash,15,20067.7,Payment on Statement,,
29107,96,2016-02-18,Credit,Credit in cash ,1100,1100.0,,,
29110,96,2016-03-11,Credit,Electronic funds transfer,44221,45321.0,,Moneta Money Bank,68241083
29111,96,2016-04-11,Credit,Electronic funds transfer,44221,78096.6,,Moneta Money Bank,68241083
29112,96,2016-05-11,Credit,Electronic funds transfer,44221,97791.1,,Moneta Money Bank,68241083
29113,96,2016-06-11,Credit,Electronic funds transfer,66332,129261.8,,Moneta Money Bank,68241083
29114,96,2016-07-11,Credit,Electronic funds transfer,44221,91619.5,,Moneta Money Bank,68241083
29115,96,2016-08-11,Credit,Electronic funds transfer,44221,87853.7,,Moneta Money Bank,68241083
29116,96,2016-09-11,Credit,Electronic funds transfer,44221,68785.5,,Moneta Money Bank,68241083
29117,96,2016-10-11,Credit,Electronic funds transfer,44221,91733.5,,Moneta Money Bank,68241083
29118,96,2016-11-11,Credit,Electronic funds transfer,44221,96642.9,,Moneta Money Bank,68241083
29119,96,2016-12-11,Credit,Electronic funds transfer,66332,109654.5,,Moneta Money Bank,68241083
29258,96,2016-07-14,Withdrawal,Remittance to Another Bank,908,87927.5,Household ,Fio bank ,83610647
29259,96,2016-08-14,Withdrawal,Remittance to Another Bank,908,84161.7,Household ,Fio bank ,83610647
29260,96,2016-09-14,Withdrawal,Remittance to Another Bank,908,65093.5,Household ,Fio bank ,83610647
29261,96,2016-10-14,Withdrawal,Remittance to Another Bank,908,88041.5,Household ,Fio bank ,83610647
29262,96,2016-11-14,Withdrawal,Remittance to Another Bank,908,88750.9,Household ,Fio bank ,83610647
29263,96,2016-12-14,Withdrawal,Remittance to Another Bank,908,65462.5,Household ,Fio bank ,83610647
29330,96,2016-07-11,Withdrawal,Remittance to Another Bank,2140,88835.5,,Hypotecni bank,41707503
29331,96,2016-08-11,Withdrawal,Remittance to Another Bank,2140,85069.7,,Hypotecni bank,41707503
29332,96,2016-09-11,Withdrawal,Remittance to Another Bank,2140,66645.5,,Hypotecni bank,41707503
29333,96,2016-10-11,Withdrawal,Remittance to Another Bank,2140,89593.5,,Hypotecni bank,41707503
29334,96,2016-11-11,Withdrawal,Remittance to Another Bank,2140,89658.9,,Hypotecni bank,41707503
29335,96,2016-12-11,Withdrawal,Remittance to Another Bank,2140,106870.5,,Hypotecni bank,41707503
29403,96,2016-08-08,Withdrawal,Remittance to Another Bank,46,43632.7,Insurance Payment,Trinity Bank,49409562
29404,96,2016-09-08,Withdrawal,Remittance to Another Bank,46,24564.5,Insurance Payment,Trinity Bank,49409562
29405,96,2016-10-08,Withdrawal,Remittance to Another Bank,46,47512.5,Insurance Payment,Trinity Bank,49409562
29406,96,2016-11-08,Withdrawal,Remittance to Another Bank,46,52421.9,Insurance Payment,Trinity Bank,49409562
29407,96,2016-12-08,Withdrawal,Remittance to Another Bank,46,48422.5,Insurance Payment,Trinity Bank,49409562
29474,96,2016-07-11,Withdrawal,Remittance to Another Bank,644,90975.5,,Trinity Bank,66311460
29475,96,2016-08-11,Withdrawal,Remittance to Another Bank,644,87209.7,,Trinity Bank,66311460
29476,96,2016-09-11,Withdrawal,Remittance to Another Bank,644,66001.5,,Trinity Bank,66311460
29477,96,2016-10-11,Withdrawal,Remittance to Another Bank,644,88949.5,,Trinity Bank,66311460
29478,96,2016-11-11,Withdrawal,Remittance to Another Bank,644,91798.9,,Trinity Bank,66311460
29479,96,2016-12-11,Withdrawal,Remittance to Another Bank,644,109010.5,,Trinity Bank,66311460
29540,96,2016-08-28,Withdrawal,Withdrawal in cash,23255,24406.7,,,
29541,96,2016-07-22,Withdrawal,Withdrawal in cash,8769,43458.5,,,
29583,96,2016-12-09,Withdrawal,Withdrawal in cash,5100,43322.5,,,
29625,96,2016-10-24,Withdrawal,Withdrawal in cash,2100,52241.5,,,
29626,96,2016-11-11,Withdrawal,Withdrawal in cash,4200,92442.9,,,
29628,96,2016-07-19,Withdrawal,Withdrawal in cash,4500,52227.5,,,
29629,96,2016-08-24,Withdrawal,Withdrawal in cash,7200,47661.7,,,
29630,96,2016-11-17,Withdrawal,Withdrawal in cash,9000,48250.9,,,
29631,96,2016-10-19,Withdrawal,Withdrawal in cash,4500,54341.5,,,
29662,96,2016-07-31,Withdrawal,Withdrawal in cash,15,43678.7,Payment on Statement,,
29663,96,2016-08-31,Withdrawal,Withdrawal in cash,15,24610.5,Payment on Statement,,
29664,96,2016-09-30,Withdrawal,Withdrawal in cash,15,47558.5,Payment on Statement,,
29665,96,2016-10-31,Withdrawal,Withdrawal in cash,15,52467.9,Payment on Statement,,
29666,96,2016-11-30,Withdrawal,Withdrawal in cash,15,48468.5,Payment on Statement,,
29667,96,2016-12-31,Withdrawal,Withdrawal in cash,15,45968.0,Payment on Statement,,
29727,96,2016-03-20,Withdrawal,Withdrawal in cash,11500,33821.0,,,
29728,96,2016-04-19,Withdrawal,Withdrawal in cash,24700,53396.6,,,
29729,96,2016-05-19,Withdrawal,Withdrawal in cash,35100,62691.1,,,
29730,96,2016-06-11,Withdrawal,Withdrawal in cash,62900,66361.8,,,
29731,96,2016-06-18,Withdrawal,Withdrawal in cash,19200,47161.8,,,
29732,96,2016-07-18,Withdrawal,Withdrawal in cash,31200,56727.5,,,
29733,96,2016-08-17,Withdrawal,Withdrawal in cash,29300,54861.7,,,
29734,96,2016-09-16,Withdrawal,Withdrawal in cash,17700,47393.5,,,
29735,96,2016-10-16,Withdrawal,Withdrawal in cash,29200,58841.5,,,
29736,96,2016-11-15,Withdrawal,Withdrawal in cash,31500,57250.9,,,
29737,96,2016-12-11,Withdrawal,Withdrawal in cash,40500,66370.5,,,
29738,96,2016-12-15,Withdrawal,Withdrawal in cash,19700,45762.5,,,
30700,100,2016-12-28,Credit,Credit in cash ,600,600.0,,,
31442,102,2016-10-16,Credit,Credit in cash ,400,400.0,,,
31881,102,2016-11-15,Credit,Credit in cash ,14300,14700.0,,,
31882,102,2016-12-15,Credit,Credit in cash ,6100,20800.0,,,
32215,104,2016-04-15,Credit,Credit in cash ,500,500.0,,,
32220,104,2016-05-05,Credit,Electronic funds transfer,3063,3563.0,,Air Bank ,13231766
32221,104,2016-06-05,Credit,Electronic funds transfer,3063,6626.0,,Air Bank ,13231766
32222,104,2016-07-05,Credit,Electronic funds transfer,3063,9689.0,,Air Bank ,13231766
32223,104,2016-08-05,Credit,Electronic funds transfer,3063,12752.0,,Air Bank ,13231766
32224,104,2016-09-05,Credit,Electronic funds transfer,3063,15815.0,,Air Bank ,13231766
32225,104,2016-10-05,Credit,Electronic funds transfer,3063,16863.6,,Air Bank ,13231766
32226,104,2016-11-05,Credit,Electronic funds transfer,3063,17930.9,,Air Bank ,13231766
32227,104,2016-12-05,Credit,Electronic funds transfer,3063,19002.5,,Air Bank ,13231766
32296,104,2016-09-11,Withdrawal,Remittance to Another Bank,578,13773.0,,UniCredit Bank,82782172
32297,104,2016-10-11,Withdrawal,Remittance to Another Bank,578,14821.6,,UniCredit Bank,82782172
32298,104,2016-11-11,Withdrawal,Remittance to Another Bank,578,15888.9,,UniCredit Bank,82782172
32299,104,2016-12-11,Withdrawal,Remittance to Another Bank,578,16960.5,,UniCredit Bank,82782172
32368,104,2016-09-09,Withdrawal,Remittance to Another Bank,1464,14351.0,,Bank Creditas,8965999
32369,104,2016-10-09,Withdrawal,Remittance to Another Bank,1464,15399.6,,Bank Creditas,8965999
32370,104,2016-11-09,Withdrawal,Remittance to Another Bank,1464,16466.9,,Bank Creditas,8965999
32371,104,2016-12-09,Withdrawal,Remittance to Another Bank,1464,17538.5,,Bank Creditas,8965999
32438,104,2016-12-24,Withdrawal,Withdrawal in cash,180,16780.5,,,
32515,104,2016-09-30,Withdrawal,Withdrawal in cash,15,13800.6,Payment on Statement,,
32516,104,2016-10-31,Withdrawal,Withdrawal in cash,15,14867.9,Payment on Statement,,
32517,104,2016-11-30,Withdrawal,Withdrawal in cash,15,15939.5,Payment on Statement,,
32518,104,2016-12-31,Withdrawal,Withdrawal in cash,15,16835.4,Payment on Statement,,
33104,107,2016-11-05,Credit,Credit in cash ,1000,1000.0,,,
33115,107,2016-11-07,Credit,Credit in cash ,6832,7832.0,,,
33116,107,2016-12-07,Credit,Credit in cash ,10248,28706.1,,,
33550,107,2016-12-05,Credit,Credit in cash ,10600,18458.1,,,
34884,112,2016-03-12,Credit,Credit in cash ,200,200.0,,,
34887,112,2016-03-13,Credit,Electronic funds transfer,6582,6782.0,Old-age Pension,Trinity Bank,24612278
34888,112,2016-04-13,Credit,Electronic funds transfer,6582,13381.3,Old-age Pension,Trinity Bank,24612278
34889,112,2016-05-13,Credit,Electronic funds transfer,6582,19991.6,Old-age Pension,Trinity Bank,24612278
34890,112,2016-06-13,Credit,Electronic funds transfer,6582,26601.8,Old-age Pension,Trinity Bank,24612278
34891,112,2016-07-13,Credit,Electronic funds transfer,6582,31012.1,Old-age Pension,Trinity Bank,24612278
34892,112,2016-08-13,Credit,Electronic funds transfer,6582,31478.6,Old-age Pension,Trinity Bank,24612278
34893,112,2016-09-13,Credit,Electronic funds transfer,6582,34024.4,Old-age Pension,Trinity Bank,24612278
34894,112,2016-10-13,Credit,Electronic funds transfer,6582,33277.4,Old-age Pension,Trinity Bank,24612278
34895,112,2016-11-13,Credit,Electronic funds transfer,6582,35131.8,Old-age Pension,Trinity Bank,24612278
34896,112,2016-12-13,Credit,Electronic funds transfer,6582,35490.4,Old-age Pension,Trinity Bank,24612278
34964,112,2016-08-11,Withdrawal,Remittance to Another Bank,2051,24896.6,Household ,Kameron bank,41812431
34965,112,2016-09-11,Withdrawal,Remittance to Another Bank,2051,27442.4,Household ,Kameron bank,41812431
34966,112,2016-10-11,Withdrawal,Remittance to Another Bank,2051,26695.4,Household ,Kameron bank,41812431
34967,112,2016-11-11,Withdrawal,Remittance to Another Bank,2051,28549.8,Household ,Kameron bank,41812431
34968,112,2016-12-11,Withdrawal,Remittance to Another Bank,2051,28908.4,Household ,Kameron bank,41812431
35041,112,2016-12-26,Withdrawal,Withdrawal in cash,1300,34190.4,,,
35084,112,2016-08-11,Withdrawal,Withdrawal in cash,1440,26947.6,,,
35116,112,2016-07-31,Withdrawal,Withdrawal in cash,15,31087.6,Payment on Statement,,
35117,112,2016-08-31,Withdrawal,Withdrawal in cash,15,31593.4,Payment on Statement,,
35118,112,2016-09-30,Withdrawal,Withdrawal in cash,15,34146.4,Payment on Statement,,
35119,112,2016-10-31,Withdrawal,Withdrawal in cash,15,33400.8,Payment on Statement,,
35120,112,2016-11-30,Withdrawal,Withdrawal in cash,15,35259.4,Payment on Statement,,
35121,112,2016-12-31,Withdrawal,Withdrawal in cash,15,34320.5,Payment on Statement,,
35181,112,2016-07-10,Withdrawal,Withdrawal in cash,2200,24430.1,,,
35182,112,2016-08-09,Withdrawal,Withdrawal in cash,2700,28387.6,,,
35183,112,2016-09-08,Withdrawal,Withdrawal in cash,2100,29493.4,,,
35184,112,2016-10-08,Withdrawal,Withdrawal in cash,5400,28746.4,,,
35185,112,2016-11-07,Withdrawal,Withdrawal in cash,2800,30600.8,,,
35186,112,2016-12-07,Withdrawal,Withdrawal in cash,4300,30959.4,,,
35597,115,2016-03-19,Credit,Credit in cash ,800,800.0,,,
35601,115,2016-04-07,Credit,Credit in cash ,7665,8465.0,,,
35602,115,2016-05-07,Credit,Credit in cash ,7665,23458.5,,,
35603,115,2016-06-07,Credit,Credit in cash ,11498,36840.0,,,
35604,115,2016-07-07,Credit,Credit in cash ,7665,37519.0,,,
35605,115,2016-08-07,Credit,Credit in cash ,7665,37708.2,,,
35606,115,2016-09-07,Credit,Credit in cash ,7665,33565.7,,,
35607,115,2016-10-07,Credit,Credit in cash ,7665,34116.5,,,
35608,115,2016-11-07,Credit,Credit in cash ,7665,35471.3,,,
35609,115,2016-12-07,Credit,Credit in cash ,11498,37860.8,,,
35677,115,2016-08-11,Withdrawal,Remittance to Another Bank,5110,32598.2,Household ,Trinity Bank,51975733
35678,115,2016-09-11,Withdrawal,Remittance to Another Bank,5110,28455.7,Household ,Trinity Bank,51975733
35679,115,2016-10-11,Withdrawal,Remittance to Another Bank,5110,29006.5,Household ,Trinity Bank,51975733
35680,115,2016-11-11,Withdrawal,Remittance to Another Bank,5110,30361.3,Household ,Trinity Bank,51975733
35681,115,2016-12-11,Withdrawal,Remittance to Another Bank,5110,32750.8,Household ,Trinity Bank,51975733
35754,115,2016-12-01,Withdrawal,Withdrawal in cash,1200,26362.8,,,
35763,115,2016-08-13,Withdrawal,Withdrawal in cash,1300,31298.2,,,
35799,115,2016-08-31,Withdrawal,Withdrawal in cash,15,25900.7,Payment on Statement,,
35800,115,2016-09-30,Withdrawal,Withdrawal in cash,15,26451.5,Payment on Statement,,
35801,115,2016-10-31,Withdrawal,Withdrawal in cash,15,27806.3,Payment on Statement,,
35802,115,2016-11-30,Withdrawal,Withdrawal in cash,15,27562.8,Payment on Statement,,
35803,115,2016-12-31,Withdrawal,Withdrawal in cash,15,31267.3,Payment on Statement,,
35863,115,2016-04-18,Credit,Credit in cash ,7300,15765.0,,,
35864,115,2016-05-18,Credit,Credit in cash ,1800,25258.5,,,
35865,115,2016-06-17,Withdrawal,Withdrawal in cash,7100,29740.0,,,
35866,115,2016-07-17,Withdrawal,Withdrawal in cash,7600,29919.0,,,
35867,115,2016-08-16,Withdrawal,Withdrawal in cash,5500,25798.2,,,
35868,115,2016-09-15,Withdrawal,Withdrawal in cash,2100,26355.7,,,
35869,115,2016-10-15,Withdrawal,Withdrawal in cash,1300,27706.5,,,
35870,115,2016-11-14,Withdrawal,Withdrawal in cash,2900,27461.3,,,
35871,115,2016-12-14,Withdrawal,Withdrawal in cash,1600,31150.8,,,
36245,117,2016-09-05,Credit,Credit in cash ,900,900.0,,,
36254,117,2016-09-06,Credit,Electronic funds transfer,4903,5803.0,Old-age Pension,Air Bank ,89992111
36255,117,2016-10-06,Credit,Electronic funds transfer,4903,10726.1,Old-age Pension,Air Bank ,89992111
36256,117,2016-11-06,Credit,Electronic funds transfer,4903,15653.3,Old-age Pension,Air Bank ,89992111
36257,117,2016-12-06,Credit,Electronic funds transfer,4903,20580.5,Old-age Pension,Air Bank ,89992111
36763,119,2016-05-25,Credit,Credit in cash ,800,800.0,,,
36769,119,2016-06-13,Credit,Credit in cash ,32288,33088.0,,,
36770,119,2016-07-13,Credit,Credit in cash ,21525,51241.9,,,
36771,119,2016-08-13,Credit,Credit in cash ,21525,57597.3,,,
36772,119,2016-09-13,Credit,Credit in cash ,21525,60976.1,,,
36773,119,2016-10-13,Credit,Credit in cash ,21525,63267.7,,,
36774,119,2016-11-13,Credit,Credit in cash ,21525,55500.0,,,
36775,119,2016-12-13,Credit,Credit in cash ,32288,63811.9,,,
36846,119,2016-11-12,Withdrawal,Remittance to Another Bank,8252,33975.0,Household ,Bank Creditas,21662587
36847,119,2016-12-12,Withdrawal,Remittance to Another Bank,8252,31523.9,Household ,Bank Creditas,21662587
36914,119,2016-12-08,Withdrawal,Withdrawal in cash,2500,39775.9,,,
37003,119,2016-10-31,Withdrawal,Withdrawal in cash,15,42227.0,Payment on Statement,,
37004,119,2016-11-30,Withdrawal,Withdrawal in cash,15,42275.9,Payment on Statement,,
37005,119,2016-12-31,Withdrawal,Withdrawal in cash,15,42795.6,Payment on Statement,,
37065,119,2016-06-24,Withdrawal,Withdrawal in cash,3400,29688.0,,,
37066,119,2016-07-24,Withdrawal,Withdrawal in cash,15300,35941.9,,,
37067,119,2016-08-23,Withdrawal,Withdrawal in cash,18300,39297.3,,,
37068,119,2016-09-22,Withdrawal,Withdrawal in cash,19400,41576.1,,,
37069,119,2016-10-22,Withdrawal,Withdrawal in cash,21200,42067.7,,,
37070,119,2016-11-21,Withdrawal,Withdrawal in cash,13400,42100.0,,,
37071,119,2016-12-21,Withdrawal,Withdrawal in cash,21200,42611.9,,,
37883,123,2016-03-13,Credit,Credit in cash ,200,200.0,,,
37887,123,2016-04-05,Credit,Electronic funds transfer,4843,5043.0,Old-age Pension,Kameron bank,58944725
37888,123,2016-05-05,Credit,Electronic funds transfer,4843,9886.0,Old-age Pension,Kameron bank,58944725
37889,123,2016-06-05,Credit,Electronic funds transfer,4843,14729.0,Old-age Pension,Kameron bank,58944725
37890,123,2016-07-05,Credit,Electronic funds transfer,4843,19572.0,Old-age Pension,Kameron bank,58944725
37891,123,2016-08-05,Credit,Electronic funds transfer,4843,24415.0,Old-age Pension,Kameron bank,58944725
37892,123,2016-09-05,Credit,Electronic funds transfer,4843,26290.7,Old-age Pension,Kameron bank,58944725
37893,123,2016-10-05,Credit,Electronic funds transfer,4843,25289.6,Old-age Pension,Kameron bank,58944725
37894,123,2016-11-05,Credit,Electronic funds transfer,4843,25590.2,Old-age Pension,Kameron bank,58944725
37895,123,2016-12-05,Credit,Electronic funds transfer,4843,27494.4,Old-age Pension,Kameron bank,58944725
37963,123,2016-08-10,Withdrawal,Remittance to Another Bank,3016,21399.0,Household ,Raiffeisen bank,97764080
37964,123,2016-09-10,Withdrawal,Remittance to Another Bank,3016,20374.7,Household ,Raiffeisen bank,97764080
37965,123,2016-10-10,Withdrawal,Remittance to Another Bank,3016,21873.6,Household ,Raiffeisen bank,97764080
37966,123,2016-11-10,Withdrawal,Remittance to Another Bank,3016,22574.2,Household ,Raiffeisen bank,97764080
37967,123,2016-12-10,Withdrawal,Remittance to Another Bank,3016,20978.4,Household ,Raiffeisen bank,97764080
38040,123,2016-12-26,Withdrawal,Withdrawal in cash,950,20028.4,,,
38083,123,2016-10-21,Withdrawal,Withdrawal in cash,1200,20673.6,,,
38118,123,2016-08-31,Withdrawal,Withdrawal in cash,15,21447.7,Payment on Statement,,
38119,123,2016-09-30,Withdrawal,Withdrawal in cash,15,20446.6,Payment on Statement,,
38120,123,2016-10-31,Withdrawal,Withdrawal in cash,15,20747.2,Payment on Statement,,
38121,123,2016-11-30,Withdrawal,Withdrawal in cash,15,22651.4,Payment on Statement,,
38122,123,2016-12-31,Withdrawal,Withdrawal in cash,15,20102.8,Payment on Statement,,
38182,123,2016-09-09,Withdrawal,Withdrawal in cash,2900,23390.7,,,
38183,123,2016-10-09,Withdrawal,Withdrawal in cash,400,24889.6,,,
38184,123,2016-12-08,Withdrawal,Withdrawal in cash,3500,23994.4,,,
38689,126,2016-10-23,Credit,Credit in cash ,200,200.0,,,
38691,126,2016-11-01,Credit,Credit in cash ,41244,41444.0,,,
39025,126,2016-11-22,Withdrawal,Withdrawal in cash,8800,32644.0,,,
39026,126,2016-12-22,Withdrawal,Withdrawal in cash,4900,27784.8,,,
39477,128,2016-02-19,Credit,Credit in cash ,300,300.0,,,
39479,128,2016-07-21,Credit,Credit in cash ,31802,54009.8,,,
39492,128,2016-03-16,Credit,Credit in cash ,1800,2100.0,,,
39493,128,2016-04-14,Credit,Credit in cash ,1800,13618.5,,,
39494,128,2016-05-15,Credit,Credit in cash ,1800,18876.3,,,
39495,128,2016-06-17,Credit,Credit in cash ,1800,20286.4,,,
39496,128,2016-07-17,Credit,Credit in cash ,1800,22307.8,,,
39497,128,2016-08-16,Credit,Credit in cash ,1800,53638.2,,,
39498,128,2016-09-13,Credit,Credit in cash ,1800,39897.3,,,
39499,128,2016-10-17,Credit,Credit in cash ,1800,34935.5,,,
39500,128,2016-11-15,Credit,Credit in cash ,1800,27846.2,,,
39501,128,2016-12-14,Credit,Credit in cash ,1800,25537.6,,,
39564,128,2016-03-18,Credit,Credit in cash ,600,2700.0,,,
39565,128,2016-04-18,Credit,Credit in cash ,600,14218.5,,,
39566,128,2016-05-18,Credit,Credit in cash ,600,19476.3,,,
39567,128,2016-06-18,Credit,Credit in cash ,600,20886.4,,,
39568,128,2016-07-18,Credit,Credit in cash ,600,22907.8,,,
39569,128,2016-08-18,Credit,Credit in cash ,600,54238.2,,,
39570,128,2016-09-18,Credit,Credit in cash ,600,32997.3,,,
39571,128,2016-10-18,Credit,Credit in cash ,600,27935.5,,,
39572,128,2016-11-18,Credit,Credit in cash ,600,24946.2,,,
39573,128,2016-12-18,Credit,Credit in cash ,600,24437.6,,,
39604,128,2016-12-09,Withdrawal,Withdrawal in cash,1300,23737.6,,,
39647,128,2016-08-10,Withdrawal,Withdrawal in cash,2300,51838.2,,,
39648,128,2016-06-30,Withdrawal,Withdrawal in cash,950,22807.8,,,
39650,128,2016-07-07,Withdrawal,Withdrawal in cash,2300,20507.8,,,
39651,128,2016-10-20,Withdrawal,Withdrawal in cash,2000,25935.5,,,
39652,128,2016-09-08,Withdrawal,Withdrawal in cash,1850,38097.3,,,
39653,128,2016-05-28,Withdrawal,Withdrawal in cash,750,18426.3,,,
39688,128,2016-05-31,Withdrawal,Withdrawal in cash,15,18486.4,Payment on Statement,,
39689,128,2016-06-30,Withdrawal,Withdrawal in cash,15,23757.8,Payment on Statement,,
39690,128,2016-07-31,Withdrawal,Withdrawal in cash,15,54138.2,Payment on Statement,,
39691,128,2016-08-31,Withdrawal,Withdrawal in cash,15,39947.3,Payment on Statement,,
39692,128,2016-09-30,Withdrawal,Withdrawal in cash,15,33135.5,Payment on Statement,,
39693,128,2016-10-31,Withdrawal,Withdrawal in cash,15,26046.2,Payment on Statement,,
39694,128,2016-11-30,Withdrawal,Withdrawal in cash,15,25037.6,Payment on Statement,,
39695,128,2016-12-31,Withdrawal,Withdrawal in cash,15,24526.0,Payment on Statement,,
39755,128,2016-03-21,Credit,Credit in cash ,9100,11800.0,,,
